company_id,sector,previous_year,current_year,previous_pattern,current_pattern,change_description
PIDILITIND,Materials,2020.0,2021,Cash Distributor,Self-Funded Reinvestor,PIDILITIND changed from Cash Distributor to Self-Funded Reinvestor
PIDILITIND,Materials,2022.0,2023,Self-Funded Reinvestor,Deleverager,PIDILITIND changed from Self-Funded Reinvestor to Deleverager
PNB,Financials,2013.0,2014,Cash Burn,Externally Funded Expansion,PNB changed from Cash Burn to Externally Funded Expansion
PNB,Financials,2016.0,2017,Externally Funded Expansion,Cash Distributor,PNB changed from Externally Funded Expansion to Cash Distributor
PNB,Financials,2017.0,2018,Cash Distributor,Distress Signal,PNB changed from Cash Distributor to Distress Signal
PNB,Financials,2020.0,2021,Distress Signal,Externally Funded Expansion,PNB changed from Distress Signal to Externally Funded Expansion
PNB,Financials,2023.0,2024,Externally Funded Expansion,Distress Signal,PNB changed from Externally Funded Expansion to Distress Signal
POWERGRID,Energy,2018.0,2019,Externally Funded Expansion,Self-Funded Reinvestor,POWERGRID changed from Externally Funded Expansion to Self-Funded Reinvestor
POWERGRID,Energy,2020.0,2021,Self-Funded Reinvestor,Deleverager,POWERGRID changed from Self-Funded Reinvestor to Deleverager
RECLTD,Financials,2016.0,2017,Distress Signal,Deleverager,RECLTD changed from Distress Signal to Deleverager
RECLTD,Financials,2017.0,2018,Deleverager,Distress Signal,RECLTD changed from Deleverager to Distress Signal
RELIANCE,Energy,2015.0,2016,Externally Funded Expansion,Self-Funded Reinvestor,RELIANCE changed from Externally Funded Expansion to Self-Funded Reinvestor
RELIANCE,Energy,2016.0,2017,Self-Funded Reinvestor,Externally Funded Expansion,RELIANCE changed from Self-Funded Reinvestor to Externally Funded Expansion
RELIANCE,Energy,2017.0,2018,Externally Funded Expansion,Self-Funded Reinvestor,RELIANCE changed from Externally Funded Expansion to Self-Funded Reinvestor
RELIANCE,Energy,2018.0,2019,Self-Funded Reinvestor,Externally Funded Expansion,RELIANCE changed from Self-Funded Reinvestor to Externally Funded Expansion
RELIANCE,Energy,2019.0,2020,Externally Funded Expansion,Self-Funded Reinvestor,RELIANCE changed from Externally Funded Expansion to Self-Funded Reinvestor
RELIANCE,Energy,2020.0,2021,Self-Funded Reinvestor,Externally Funded Expansion,RELIANCE changed from Self-Funded Reinvestor to Externally Funded Expansion
RELIANCE,Energy,2023.0,2024,Externally Funded Expansion,Deleverager,RELIANCE changed from Externally Funded Expansion to Deleverager
SBILIFE,Financials,2020.0,2021,Self-Funded Reinvestor,Externally Funded Expansion,SBILIFE changed from Self-Funded Reinvestor to Externally Funded Expansion
SBILIFE,Financials,2021.0,2022,Externally Funded Expansion,Self-Funded Reinvestor,SBILIFE changed from Externally Funded Expansion to Self-Funded Reinvestor
SBIN,Financials,2013.0,2014,Self-Funded Reinvestor,Externally Funded Expansion,SBIN changed from Self-Funded Reinvestor to Externally Funded Expansion
SBIN,Financials,2014.0,2015,Externally Funded Expansion,Self-Funded Reinvestor,SBIN changed from Externally Funded Expansion to Self-Funded Reinvestor
SBIN,Financials,2015.0,2016,Self-Funded Reinvestor,Externally Funded Expansion,SBIN changed from Self-Funded Reinvestor to Externally Funded Expansion
SBIN,Financials,2016.0,2017,Externally Funded Expansion,Self-Funded Reinvestor,SBIN changed from Externally Funded Expansion to Self-Funded Reinvestor
SBIN,Financials,2017.0,2018,Self-Funded Reinvestor,Distress Signal,SBIN changed from Self-Funded Reinvestor to Distress Signal
SBIN,Financials,2018.0,2019,Distress Signal,Cash Accumulator,SBIN changed from Distress Signal to Cash Accumulator
SBIN,Financials,2019.0,2020,Cash Accumulator,Externally Funded Expansion,SBIN changed from Cash Accumulator to Externally Funded Expansion
SBIN,Financials,2021.0,2022,Externally Funded Expansion,Self-Funded Reinvestor,SBIN changed from Externally Funded Expansion to Self-Funded Reinvestor
SBIN,Financials,2022.0,2023,Self-Funded Reinvestor,Distress Signal,SBIN changed from Self-Funded Reinvestor to Distress Signal
SBIN,Financials,2023.0,2024,Distress Signal,Self-Funded Reinvestor,SBIN changed from Distress Signal to Self-Funded Reinvestor
SHREECEM,Materials,2013.0,2014,Self-Funded Reinvestor,Deleverager,SHREECEM changed from Self-Funded Reinvestor to Deleverager
SHREECEM,Materials,2016.0,2017,Deleverager,Self-Funded Reinvestor,SHREECEM changed from Deleverager to Self-Funded Reinvestor
SHREECEM,Materials,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,SHREECEM changed from Self-Funded Reinvestor to Externally Funded Expansion
SHREECEM,Materials,2018.0,2019,Externally Funded Expansion,Deleverager,SHREECEM changed from Externally Funded Expansion to Deleverager
SHREECEM,Materials,2019.0,2020,Deleverager,Externally Funded Expansion,SHREECEM changed from Deleverager to Externally Funded Expansion
SHREECEM,Materials,2020.0,2021,Externally Funded Expansion,Deleverager,SHREECEM changed from Externally Funded Expansion to Deleverager
SHREECEM,Materials,2022.0,2023,Deleverager,Self-Funded Reinvestor,SHREECEM changed from Deleverager to Self-Funded Reinvestor
SHREECEM,Materials,2023.0,2024,Self-Funded Reinvestor,Deleverager,SHREECEM changed from Self-Funded Reinvestor to Deleverager
SIEMENS,Industrials,2016.0,2017,Cash Distributor,Deleverager,SIEMENS changed from Cash Distributor to Deleverager
SIEMENS,Industrials,2017.0,2018,Deleverager,Self-Funded Reinvestor,SIEMENS changed from Deleverager to Self-Funded Reinvestor
SIEMENS,Industrials,2019.0,2020,Self-Funded Reinvestor,Cash Distributor,SIEMENS changed from Self-Funded Reinvestor to Cash Distributor
SIEMENS,Industrials,2020.0,2021,Cash Distributor,Self-Funded Reinvestor,SIEMENS changed from Cash Distributor to Self-Funded Reinvestor
SIEMENS,Industrials,2022.0,2023,Self-Funded Reinvestor,Deleverager,SIEMENS changed from Self-Funded Reinvestor to Deleverager
SIEMENS,Industrials,2023.0,2024,Deleverager,Self-Funded Reinvestor,SIEMENS changed from Deleverager to Self-Funded Reinvestor
SUNPHARMA,Healthcare,2013.0,2014,Self-Funded Reinvestor,Externally Funded Expansion,SUNPHARMA changed from Self-Funded Reinvestor to Externally Funded Expansion
SUNPHARMA,Healthcare,2014.0,2015,Externally Funded Expansion,Self-Funded Reinvestor,SUNPHARMA changed from Externally Funded Expansion to Self-Funded Reinvestor
SUNPHARMA,Healthcare,2015.0,2016,Self-Funded Reinvestor,Deleverager,SUNPHARMA changed from Self-Funded Reinvestor to Deleverager
SUNPHARMA,Healthcare,2016.0,2017,Deleverager,Self-Funded Reinvestor,SUNPHARMA changed from Deleverager to Self-Funded Reinvestor
SUNPHARMA,Healthcare,2019.0,2020,Self-Funded Reinvestor,Deleverager,SUNPHARMA changed from Self-Funded Reinvestor to Deleverager
SUNPHARMA,Healthcare,2022.0,2023,Deleverager,Externally Funded Expansion,SUNPHARMA changed from Deleverager to Externally Funded Expansion
SUNPHARMA,Healthcare,2023.0,2024,Externally Funded Expansion,Deleverager,SUNPHARMA changed from Externally Funded Expansion to Deleverager
TATACONSUM,Consumer Staples,2013.0,2014,Cash Accumulator,Self-Funded Reinvestor,TATACONSUM changed from Cash Accumulator to Self-Funded Reinvestor
TATACONSUM,Consumer Staples,2014.0,2015,Self-Funded Reinvestor,Deleverager,TATACONSUM changed from Self-Funded Reinvestor to Deleverager
TATACONSUM,Consumer Staples,2015.0,2016,Deleverager,Cash Distributor,TATACONSUM changed from Deleverager to Cash Distributor
TATACONSUM,Consumer Staples,2016.0,2017,Cash Distributor,Deleverager,TATACONSUM changed from Cash Distributor to Deleverager
TATACONSUM,Consumer Staples,2017.0,2018,Deleverager,Self-Funded Reinvestor,TATACONSUM changed from Deleverager to Self-Funded Reinvestor
TATACONSUM,Consumer Staples,2018.0,2019,Self-Funded Reinvestor,Cash Distributor,TATACONSUM changed from Self-Funded Reinvestor to Cash Distributor
TATACONSUM,Consumer Staples,2019.0,2020,Cash Distributor,Self-Funded Reinvestor,TATACONSUM changed from Cash Distributor to Self-Funded Reinvestor
TATACONSUM,Consumer Staples,2021.0,2022,Self-Funded Reinvestor,Deleverager,TATACONSUM changed from Self-Funded Reinvestor to Deleverager
TATACONSUM,Consumer Staples,2022.0,2023,Deleverager,Self-Funded Reinvestor,TATACONSUM changed from Deleverager to Self-Funded Reinvestor
TATACONSUM,Consumer Staples,2023.0,2024,Self-Funded Reinvestor,Externally Funded Expansion,TATACONSUM changed from Self-Funded Reinvestor to Externally Funded Expansion
TATAMOTORS,Consumer Discretionary,2014.0,2015,Self-Funded Reinvestor,Externally Funded Expansion,TATAMOTORS changed from Self-Funded Reinvestor to Externally Funded Expansion
TATAMOTORS,Consumer Discretionary,2015.0,2016,Externally Funded Expansion,Deleverager,TATAMOTORS changed from Externally Funded Expansion to Deleverager
TATAMOTORS,Consumer Discretionary,2016.0,2017,Deleverager,Externally Funded Expansion,TATAMOTORS changed from Deleverager to Externally Funded Expansion
TATAMOTORS,Consumer Discretionary,2021.0,2022,Externally Funded Expansion,Self-Funded Reinvestor,TATAMOTORS changed from Externally Funded Expansion to Self-Funded Reinvestor
TATAMOTORS,Consumer Discretionary,2022.0,2023,Self-Funded Reinvestor,Deleverager,TATAMOTORS changed from Self-Funded Reinvestor to Deleverager
TATAPOWER,Energy,2015.0,2016,Self-Funded Reinvestor,Deleverager,TATAPOWER changed from Self-Funded Reinvestor to Deleverager
TATAPOWER,Energy,2016.0,2017,Deleverager,Externally Funded Expansion,TATAPOWER changed from Deleverager to Externally Funded Expansion
TATAPOWER,Energy,2017.0,2018,Externally Funded Expansion,Deleverager,TATAPOWER changed from Externally Funded Expansion to Deleverager
TATAPOWER,Energy,2019.0,2020,Deleverager,Self-Funded Reinvestor,TATAPOWER changed from Deleverager to Self-Funded Reinvestor
TATAPOWER,Energy,2020.0,2021,Self-Funded Reinvestor,Deleverager,TATAPOWER changed from Self-Funded Reinvestor to Deleverager
TATAPOWER,Energy,2021.0,2022,Deleverager,Self-Funded Reinvestor,TATAPOWER changed from Deleverager to Self-Funded Reinvestor
TATAPOWER,Energy,2022.0,2023,Self-Funded Reinvestor,Externally Funded Expansion,TATAPOWER changed from Self-Funded Reinvestor to Externally Funded Expansion
TATAPOWER,Energy,2023.0,2024,Externally Funded Expansion,Self-Funded Reinvestor,TATAPOWER changed from Externally Funded Expansion to Self-Funded Reinvestor
TATASTEEL,Materials,2013.0,2014,Self-Funded Reinvestor,Externally Funded Expansion,TATASTEEL changed from Self-Funded Reinvestor to Externally Funded Expansion
TATASTEEL,Materials,2014.0,2015,Externally Funded Expansion,Deleverager,TATASTEEL changed from Externally Funded Expansion to Deleverager
TATASTEEL,Materials,2015.0,2016,Deleverager,Self-Funded Reinvestor,TATASTEEL changed from Deleverager to Self-Funded Reinvestor
TATASTEEL,Materials,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,TATASTEEL changed from Self-Funded Reinvestor to Externally Funded Expansion
TATASTEEL,Materials,2018.0,2019,Externally Funded Expansion,Self-Funded Reinvestor,TATASTEEL changed from Externally Funded Expansion to Self-Funded Reinvestor
TATASTEEL,Materials,2020.0,2021,Self-Funded Reinvestor,Deleverager,TATASTEEL changed from Self-Funded Reinvestor to Deleverager
TATASTEEL,Materials,2022.0,2023,Deleverager,Self-Funded Reinvestor,TATASTEEL changed from Deleverager to Self-Funded Reinvestor
TCS,Information Technology,2013.0,2014,Self-Funded Reinvestor,Deleverager,TCS changed from Self-Funded Reinvestor to Deleverager
TCS,Information Technology,2014.0,2015,Deleverager,Self-Funded Reinvestor,TCS changed from Deleverager to Self-Funded Reinvestor
TCS,Information Technology,2015.0,2016,Self-Funded Reinvestor,Deleverager,TCS changed from Self-Funded Reinvestor to Deleverager
TCS,Information Technology,2016.0,2017,Deleverager,Self-Funded Reinvestor,TCS changed from Deleverager to Self-Funded Reinvestor
TCS,Information Technology,2017.0,2018,Self-Funded Reinvestor,Deleverager,TCS changed from Self-Funded Reinvestor to Deleverager
TCS,Information Technology,2019.0,2020,Deleverager,Cash Distributor,TCS changed from Deleverager to Cash Distributor
TCS,Information Technology,2020.0,2021,Cash Distributor,Deleverager,TCS changed from Cash Distributor to Deleverager
TCS,Information Technology,2021.0,2022,Deleverager,Self-Funded Reinvestor,TCS changed from Deleverager to Self-Funded Reinvestor
TCS,Information Technology,2022.0,2023,Self-Funded Reinvestor,Deleverager,TCS changed from Self-Funded Reinvestor to Deleverager
TCS,Information Technology,2023.0,2024,Deleverager,Cash Distributor,TCS changed from Deleverager to Cash Distributor
TECHM,Information Technology,2013.0,2014,Externally Funded Expansion,Deleverager,TECHM changed from Externally Funded Expansion to Deleverager
TECHM,Information Technology,2014.0,2015,Deleverager,Self-Funded Reinvestor,TECHM changed from Deleverager to Self-Funded Reinvestor
TECHM,Information Technology,2018.0,2019,Self-Funded Reinvestor,Deleverager,TECHM changed from Self-Funded Reinvestor to Deleverager
TECHM,Information Technology,2019.0,2020,Deleverager,Cash Distributor,TECHM changed from Deleverager to Cash Distributor
TECHM,Information Technology,2020.0,2021,Cash Distributor,Deleverager,TECHM changed from Cash Distributor to Deleverager
TECHM,Information Technology,2022.0,2023,Deleverager,Self-Funded Reinvestor,TECHM changed from Deleverager to Self-Funded Reinvestor
TECHM,Information Technology,2023.0,2024,Self-Funded Reinvestor,Deleverager,TECHM changed from Self-Funded Reinvestor to Deleverager
TITAN,Consumer Discretionary,2013.0,2014,Self-Funded Reinvestor,Distress Signal,TITAN changed from Self-Funded Reinvestor to Distress Signal
TITAN,Consumer Discretionary,2014.0,2015,Distress Signal,Deleverager,TITAN changed from Distress Signal to Deleverager
TITAN,Consumer Discretionary,2015.0,2016,Deleverager,Self-Funded Reinvestor,TITAN changed from Deleverager to Self-Funded Reinvestor
TITAN,Consumer Discretionary,2017.0,2018,Self-Funded Reinvestor,Cash Burn,TITAN changed from Self-Funded Reinvestor to Cash Burn
TITAN,Consumer Discretionary,2018.0,2019,Cash Burn,Self-Funded Reinvestor,TITAN changed from Cash Burn to Self-Funded Reinvestor
TITAN,Consumer Discretionary,2019.0,2020,Self-Funded Reinvestor,Cash Burn,TITAN changed from Self-Funded Reinvestor to Cash Burn
TITAN,Consumer Discretionary,2020.0,2021,Cash Burn,Self-Funded Reinvestor,TITAN changed from Cash Burn to Self-Funded Reinvestor
TITAN,Consumer Discretionary,2021.0,2022,Self-Funded Reinvestor,Cash Burn,TITAN changed from Self-Funded Reinvestor to Cash Burn
TITAN,Consumer Discretionary,2022.0,2023,Cash Burn,Externally Funded Expansion,TITAN changed from Cash Burn to Externally Funded Expansion
TITAN,Consumer Discretionary,2023.0,2024,Externally Funded Expansion,Self-Funded Reinvestor,TITAN changed from Externally Funded Expansion to Self-Funded Reinvestor
TORNTPHARM,Healthcare,2015.0,2016,Externally Funded Expansion,Deleverager,TORNTPHARM changed from Externally Funded Expansion to Deleverager
TORNTPHARM,Healthcare,2016.0,2017,Deleverager,Self-Funded Reinvestor,TORNTPHARM changed from Deleverager to Self-Funded Reinvestor
TORNTPHARM,Healthcare,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,TORNTPHARM changed from Self-Funded Reinvestor to Externally Funded Expansion
TORNTPHARM,Healthcare,2018.0,2019,Externally Funded Expansion,Deleverager,TORNTPHARM changed from Externally Funded Expansion to Deleverager
TORNTPHARM,Healthcare,2022.0,2023,Deleverager,Externally Funded Expansion,TORNTPHARM changed from Deleverager to Externally Funded Expansion
TORNTPHARM,Healthcare,2023.0,2024,Externally Funded Expansion,Deleverager,TORNTPHARM changed from Externally Funded Expansion to Deleverager
TRENT,Consumer Discretionary,2013.0,2014,Externally Funded Expansion,Cash Burn,TRENT changed from Externally Funded Expansion to Cash Burn
TRENT,Consumer Discretionary,2014.0,2015,Cash Burn,Distress Signal,TRENT changed from Cash Burn to Distress Signal
TRENT,Consumer Discretionary,2015.0,2016,Distress Signal,Self-Funded Reinvestor,TRENT changed from Distress Signal to Self-Funded Reinvestor
TRENT,Consumer Discretionary,2016.0,2017,Self-Funded Reinvestor,Deleverager,TRENT changed from Self-Funded Reinvestor to Deleverager
TRENT,Consumer Discretionary,2018.0,2019,Deleverager,Externally Funded Expansion,TRENT changed from Deleverager to Externally Funded Expansion
TRENT,Consumer Discretionary,2020.0,2021,Externally Funded Expansion,Cash Distributor,TRENT changed from Externally Funded Expansion to Cash Distributor
TRENT,Consumer Discretionary,2022.0,2023,Cash Distributor,Deleverager,TRENT changed from Cash Distributor to Deleverager
TVSMOTOR,Consumer Discretionary,2013.0,2014,Self-Funded Reinvestor,Deleverager,TVSMOTOR changed from Self-Funded Reinvestor to Deleverager
TVSMOTOR,Consumer Discretionary,2014.0,2015,Deleverager,Externally Funded Expansion,TVSMOTOR changed from Deleverager to Externally Funded Expansion
TVSMOTOR,Consumer Discretionary,2015.0,2016,Externally Funded Expansion,Deleverager,TVSMOTOR changed from Externally Funded Expansion to Deleverager
TVSMOTOR,Consumer Discretionary,2016.0,2017,Deleverager,Self-Funded Reinvestor,TVSMOTOR changed from Deleverager to Self-Funded Reinvestor
TVSMOTOR,Consumer Discretionary,2017.0,2018,Self-Funded Reinvestor,Externally Funded Expansion,TVSMOTOR changed from Self-Funded Reinvestor to Externally Funded Expansion
TVSMOTOR,Consumer Discretionary,2018.0,2019,Externally Funded Expansion,Distress Signal,TVSMOTOR changed from Externally Funded Expansion to Distress Signal
TVSMOTOR,Consumer Discretionary,2019.0,2020,Distress Signal,Externally Funded Expansion,TVSMOTOR changed from Distress Signal to Externally Funded Expansion
TVSMOTOR,Consumer Discretionary,2021.0,2022,Externally Funded Expansion,Distress Signal,TVSMOTOR changed from Externally Funded Expansion to Distress Signal
