company_id,sector,year,operating_activity,investing_activity,financing_activity,borrowings,capital_allocation_pattern
ABB,Industrials,2012,101.0,-59.0,-42.0,0.0,Self-Funded Reinvestor
ABB,Industrials,2014,0.0,0.0,0.0,0.0,Balanced Allocator
ABB,Industrials,2015,-35.0,-1864.0,1902.0,0.0,Distress Signal
ABB,Industrials,2016,1544.0,-816.0,-722.0,0.0,Self-Funded Reinvestor
ABB,Industrials,2017,2189.0,-1730.0,-455.0,0.0,Self-Funded Reinvestor
ABB,Industrials,2018,2198.0,-3192.0,1589.0,0.0,Externally Funded Expansion
ABB,Industrials,2019,2591.0,-3050.0,38.0,0.0,Externally Funded Expansion
ABB,Industrials,2020,5437.0,-5643.0,1250.0,175.0,Externally Funded Expansion
ABB,Industrials,2021,3784.0,-4009.0,-745.0,153.0,Deleverager
ABB,Industrials,2022,4097.0,-3936.0,-235.0,152.0,Deleverager
ABB,Industrials,2023,3777.0,-4699.0,923.0,113.0,Externally Funded Expansion
ABB,Industrials,2024,6038.0,-4943.0,-543.0,60.0,Deleverager
ADANIENSOL,Energy,2014,0.0,0.0,0.0,0.0,Balanced Allocator
ADANIENSOL,Energy,2015,-35.0,-1864.0,1902.0,9701.0,Distress Signal
ADANIENSOL,Energy,2016,1544.0,-816.0,-722.0,8585.0,Deleverager
ADANIENSOL,Energy,2017,2189.0,-1730.0,-455.0,8975.0,Self-Funded Reinvestor
ADANIENSOL,Energy,2018,2198.0,-3192.0,1589.0,10428.0,Externally Funded Expansion
ADANIENSOL,Energy,2019,2591.0,-3050.0,38.0,20137.0,Externally Funded Expansion
ADANIENSOL,Energy,2020,5437.0,-5643.0,1250.0,24246.0,Externally Funded Expansion
ADANIENSOL,Energy,2021,3784.0,-4009.0,-745.0,27095.0,Self-Funded Reinvestor
ADANIENSOL,Energy,2022,4097.0,-3936.0,-235.0,29902.0,Self-Funded Reinvestor
ADANIENSOL,Energy,2023,3777.0,-4699.0,923.0,34270.0,Externally Funded Expansion
ADANIENSOL,Energy,2024,6038.0,-4943.0,-543.0,39009.0,Self-Funded Reinvestor
ADANIENT,Industrials,2013,7666.0,-14790.0,7199.0,69332.0,Externally Funded Expansion
ADANIENT,Industrials,2014,8228.0,-8007.0,-1109.0,71980.0,Self-Funded Reinvestor
ADANIENT,Industrials,2015,8532.0,-11465.0,3445.0,83571.0,Externally Funded Expansion
ADANIENT,Industrials,2016,5112.0,-1825.0,-3448.0,19169.0,Deleverager
ADANIENT,Industrials,2017,774.0,-1460.0,716.0,20846.0,Externally Funded Expansion
ADANIENT,Industrials,2018,2942.0,-7649.0,5120.0,17637.0,Externally Funded Expansion
ADANIENT,Industrials,2019,3236.0,2487.0,-6158.0,11243.0,Deleverager
ADANIENT,Industrials,2020,2454.0,-1082.0,-221.0,12419.0,Self-Funded Reinvestor
ADANIENT,Industrials,2021,4043.0,-8611.0,3109.0,16227.0,Externally Funded Expansion
ADANIENT,Industrials,2022,1385.0,-17041.0,15901.0,41604.0,Externally Funded Expansion
ADANIENT,Industrials,2023,17626.0,-15459.0,-1198.0,53200.0,Self-Funded Reinvestor
ADANIENT,Industrials,2024,10312.0,-18767.0,8879.0,80427.0,Externally Funded Expansion
ADANIGREEN,Energy,2017,28.0,-1511.0,1559.0,4347.0,Externally Funded Expansion
ADANIGREEN,Energy,2018,649.0,-4428.0,3942.0,9864.0,Externally Funded Expansion
ADANIGREEN,Energy,2019,1625.0,-2666.0,1045.0,11142.0,Externally Funded Expansion
ADANIGREEN,Energy,2020,1965.0,-3743.0,2161.0,14866.0,Externally Funded Expansion
ADANIGREEN,Energy,2021,1601.0,-9137.0,7083.0,24209.0,Externally Funded Expansion
ADANIGREEN,Energy,2022,3127.0,-18730.0,15986.0,52832.0,Externally Funded Expansion
ADANIGREEN,Energy,2023,7265.0,-3857.0,-2973.0,54223.0,Self-Funded Reinvestor
ADANIGREEN,Energy,2024,7713.0,-21060.0,13953.0,67430.0,Externally Funded Expansion
ADANIPORTS,Industrials,2013,1379.0,-5136.0,4138.0,11620.0,Externally Funded Expansion
ADANIPORTS,Industrials,2014,1132.0,-2510.0,772.0,12979.0,Externally Funded Expansion
ADANIPORTS,Industrials,2015,3057.0,-2485.0,-237.0,17776.0,Self-Funded Reinvestor
ADANIPORTS,Industrials,2016,2381.0,-4153.0,2170.0,22342.0,Externally Funded Expansion
ADANIPORTS,Industrials,2017,4063.0,-2629.0,-1325.0,22214.0,Deleverager
ADANIPORTS,Industrials,2018,5608.0,-3846.0,-1889.0,22370.0,Self-Funded Reinvestor
ADANIPORTS,Industrials,2019,6029.0,-4368.0,2313.0,27712.0,Externally Funded Expansion
ADANIPORTS,Industrials,2020,7402.0,-749.0,-4256.0,30242.0,Self-Funded Reinvestor
ADANIPORTS,Industrials,2021,7556.0,-14064.0,3514.0,35855.0,Externally Funded Expansion
ADANIPORTS,Industrials,2022,10420.0,-5493.0,-586.0,47935.0,Self-Funded Reinvestor
ADANIPORTS,Industrials,2023,11900.0,-16716.0,-2734.0,53434.0,Self-Funded Reinvestor
ADANIPORTS,Industrials,2024,15018.0,-6768.0,-7800.0,50485.0,Deleverager
ADANIPOWER,Energy,2013,3001.0,-4064.0,861.0,41795.0,Externally Funded Expansion
ADANIPOWER,Energy,2014,3238.0,-4700.0,1631.0,44150.0,Externally Funded Expansion
ADANIPOWER,Energy,2015,5824.0,-4737.0,-1144.0,44742.0,Self-Funded Reinvestor
ADANIPOWER,Energy,2016,5257.0,-2692.0,-2713.0,52729.0,Self-Funded Reinvestor
ADANIPOWER,Energy,2017,4725.0,-1212.0,-3539.0,52484.0,Deleverager
ADANIPOWER,Energy,2018,5101.0,-520.0,-4600.0,52835.0,Self-Funded Reinvestor
ADANIPOWER,Energy,2019,5610.0,-984.0,-4663.0,46980.0,Deleverager
ADANIPOWER,Energy,2020,5598.0,-2304.0,-2377.0,55199.0,Self-Funded Reinvestor
ADANIPOWER,Energy,2021,7014.0,-2188.0,-5655.0,52519.0,Deleverager
ADANIPOWER,Energy,2022,10233.0,774.0,-10338.0,49145.0,Deleverager
ADANIPOWER,Energy,2023,8431.0,1545.0,-10408.0,42350.0,Deleverager
ADANIPOWER,Energy,2024,14170.0,3481.0,-16864.0,37705.0,Deleverager
AMBUJACEM,Materials,2012,1860.0,-388.0,-509.0,60.0,Self-Funded Reinvestor
AMBUJACEM,Materials,2013,1267.0,-496.0,-672.0,48.0,Deleverager
AMBUJACEM,Materials,2014,1675.0,-456.0,-721.0,34.0,Deleverager
AMBUJACEM,Materials,2015,1557.0,-83.0,-900.0,35.0,Self-Funded Reinvestor
AMBUJACEM,Materials,2016,2810.0,-4165.0,-958.0,29.0,Deleverager
AMBUJACEM,Materials,2017,3416.0,-738.0,-1015.0,24.0,Deleverager
AMBUJACEM,Materials,2018,1703.0,-765.0,-719.0,40.0,Self-Funded Reinvestor
AMBUJACEM,Materials,2019,4739.0,-1191.0,-629.0,41.0,Self-Funded Reinvestor
AMBUJACEM,Materials,2020,4832.0,-1317.0,-3956.0,471.0,Self-Funded Reinvestor
AMBUJACEM,Materials,2021,5309.0,-2007.0,-516.0,477.0,Self-Funded Reinvestor
AMBUJACEM,Materials,2023,735.0,-14481.0,2931.0,523.0,Externally Funded Expansion
AMBUJACEM,Materials,2024,5646.0,-8941.0,5689.0,779.0,Externally Funded Expansion
APOLLOHOSP,Healthcare,2013,443.0,-733.0,373.0,1213.0,Externally Funded Expansion
APOLLOHOSP,Healthcare,2014,373.0,-356.0,-63.0,1344.0,Self-Funded Reinvestor
APOLLOHOSP,Healthcare,2015,470.0,-759.0,392.0,1992.0,Externally Funded Expansion
APOLLOHOSP,Healthcare,2016,597.0,-888.0,330.0,2834.0,Externally Funded Expansion
APOLLOHOSP,Healthcare,2017,623.0,-1152.0,477.0,3125.0,Externally Funded Expansion
APOLLOHOSP,Healthcare,2018,537.0,-405.0,-108.0,3427.0,Self-Funded Reinvestor
APOLLOHOSP,Healthcare,2019,905.0,-711.0,-215.0,3673.0,Self-Funded Reinvestor
APOLLOHOSP,Healthcare,2020,1293.0,-289.0,-910.0,3596.0,Deleverager
APOLLOHOSP,Healthcare,2021,1265.0,-880.0,-340.0,4160.0,Self-Funded Reinvestor
APOLLOHOSP,Healthcare,2022,1696.0,-747.0,-792.0,4068.0,Deleverager
APOLLOHOSP,Healthcare,2023,1377.0,-857.0,-633.0,4332.0,Self-Funded Reinvestor
APOLLOHOSP,Healthcare,2024,1920.0,-1537.0,-311.0,7371.0,Self-Funded Reinvestor
ASIANPAINT,Materials,2013,1187.0,-463.0,-601.0,251.0,Self-Funded Reinvestor
ASIANPAINT,Materials,2014,1402.0,-586.0,-626.0,249.0,Deleverager
ASIANPAINT,Materials,2015,1188.0,-465.0,-576.0,418.0,Self-Funded Reinvestor
ASIANPAINT,Materials,2016,2243.0,-866.0,-849.0,323.0,Deleverager
ASIANPAINT,Materials,2017,1527.0,-681.0,-756.0,560.0,Self-Funded Reinvestor
ASIANPAINT,Materials,2018,2113.0,-1556.0,-1379.0,533.0,Deleverager
ASIANPAINT,Materials,2019,2470.0,-918.0,-1117.0,1320.0,Self-Funded Reinvestor
ASIANPAINT,Materials,2020,3038.0,-518.0,-2871.0,1118.0,Deleverager
ASIANPAINT,Materials,2021,3683.0,-541.0,-650.0,1093.0,Deleverager
ASIANPAINT,Materials,2022,986.0,-317.0,-1808.0,1587.0,Self-Funded Reinvestor
ASIANPAINT,Materials,2023,4193.0,-1282.0,-2140.0,1933.0,Self-Funded Reinvestor
ASIANPAINT,Materials,2024,6104.0,-2548.0,-2982.0,2516.0,Self-Funded Reinvestor
AXISBANK,Financials,2013,2573.0,-10939.0,14931.0,296254.0,Externally Funded Expansion
AXISBANK,Financials,2014,14464.0,-14166.0,7785.0,333280.0,Externally Funded Expansion
AXISBANK,Financials,2015,-15162.0,-7972.0,31045.0,406638.0,Distress Signal
AXISBANK,Financials,2016,-34495.0,9211.0,22495.0,472150.0,Distress Signal
AXISBANK,Financials,2017,32209.0,-12458.0,-2487.0,527437.0,Self-Funded Reinvestor
AXISBANK,Financials,2018,-38390.0,-10007.0,41342.0,611425.0,Distress Signal
AXISBANK,Financials,2019,37125.0,-18674.0,5643.0,711996.0,Externally Funded Expansion
AXISBANK,Financials,2020,30416.0,-9485.0,8865.0,797337.0,Externally Funded Expansion
AXISBANK,Financials,2021,12633.0,-54288.0,7279.0,850551.0,Externally Funded Expansion
AXISBANK,Financials,2022,28137.0,-27112.0,47894.0,1020943.0,Externally Funded Expansion
AXISBANK,Financials,2023,22075.0,-32351.0,6641.0,1152038.0,Externally Funded Expansion
AXISBANK,Financials,2024,-5555.0,-9001.0,22341.0,1295302.0,Distress Signal
BAJAJ-AUTO,Consumer Discretionary,2013,2218.0,-1394.0,-1445.0,116.0,Self-Funded Reinvestor
BAJAJ-AUTO,Consumer Discretionary,2014,3502.0,-2072.0,-1496.0,59.0,Deleverager
BAJAJ-AUTO,Consumer Discretionary,2015,2114.0,-380.0,-1644.0,112.0,Self-Funded Reinvestor
BAJAJ-AUTO,Consumer Discretionary,2016,3690.0,-68.0,-3384.0,118.0,Self-Funded Reinvestor
BAJAJ-AUTO,Consumer Discretionary,2017,3267.0,-3610.0,-190.0,120.0,Self-Funded Reinvestor
BAJAJ-AUTO,Consumer Discretionary,2018,4328.0,-1954.0,-1885.0,121.0,Self-Funded Reinvestor
BAJAJ-AUTO,Consumer Discretionary,2019,2487.0,-273.0,-2074.0,125.0,Self-Funded Reinvestor
BAJAJ-AUTO,Consumer Discretionary,2020,3850.0,1766.0,-6247.0,126.0,Cash Distributor
BAJAJ-AUTO,Consumer Discretionary,2021,3120.0,-2869.0,-20.0,121.0,Deleverager
BAJAJ-AUTO,Consumer Discretionary,2022,4197.0,276.0,-4056.0,123.0,Cash Distributor
BAJAJ-AUTO,Consumer Discretionary,2023,5277.0,1211.0,-7181.0,124.0,Cash Distributor
BAJAJ-AUTO,Consumer Discretionary,2024,6558.0,-72.0,-6167.0,5245.0,Self-Funded Reinvestor
BAJAJFINSV,Financials,2013,-6922.0,2953.0,4592.0,12991.0,Distress Signal
BAJAJFINSV,Financials,2014,-9807.0,3764.0,6521.0,19507.0,Distress Signal
BAJAJFINSV,Financials,2015,-10731.0,3709.0,6839.0,26312.0,Distress Signal
BAJAJFINSV,Financials,2016,-9795.0,-886.0,11602.0,36062.0,Distress Signal
BAJAJFINSV,Financials,2017,-10922.0,151.0,12513.0,48282.0,Distress Signal
BAJAJFINSV,Financials,2018,-19580.0,-922.0,19590.0,65695.0,Distress Signal
BAJAJFINSV,Financials,2019,-27076.0,-6903.0,34535.0,99754.0,Distress Signal
BAJAJFINSV,Financials,2020,-23369.0,-9948.0,34479.0,127212.0,Distress Signal
BAJAJFINSV,Financials,2021,4547.0,-3684.0,1687.0,128461.0,Externally Funded Expansion
BAJAJFINSV,Financials,2022,-33670.0,1445.0,32326.0,161179.0,Distress Signal
BAJAJFINSV,Financials,2023,-39480.0,-13945.0,51016.0,212265.0,Distress Signal
BAJAJFINSV,Financials,2024,-68674.0,-10960.0,82709.0,318675.0,Distress Signal
BAJAJHLDNG,Financials,2013,473.0,-369.0,-332.0,0.0,Self-Funded Reinvestor
BAJAJHLDNG,Financials,2014,872.0,-519.0,-326.0,0.0,Self-Funded Reinvestor
BAJAJHLDNG,Financials,2015,796.0,-464.0,-391.0,0.0,Self-Funded Reinvestor
BAJAJHLDNG,Financials,2016,1147.0,1019.0,-761.0,0.0,Cash Distributor
BAJAJHLDNG,Financials,2017,-923.0,-372.0,-110.0,0.0,Cash Burn
BAJAJHLDNG,Financials,2018,1631.0,-1123.0,-434.0,0.0,Self-Funded Reinvestor
BAJAJHLDNG,Financials,2019,628.0,-163.0,-536.0,0.0,Self-Funded Reinvestor
BAJAJHLDNG,Financials,2020,1920.0,-800.0,-1028.0,168.0,Self-Funded Reinvestor
BAJAJHLDNG,Financials,2021,272.0,-308.0,-37.0,136.0,Deleverager
BAJAJHLDNG,Financials,2022,1610.0,-151.0,-1460.0,114.0,Deleverager
BAJAJHLDNG,Financials,2023,1728.0,-137.0,-1587.0,93.0,Deleverager
BAJAJHLDNG,Financials,2024,1941.0,-472.0,-1455.0,47.0,Deleverager
BAJFINANCE,Financials,2015,-7064.0,-360.0,6867.0,26655.0,Distress Signal
BAJFINANCE,Financials,2016,-9870.0,-687.0,11656.0,37025.0,Distress Signal
BAJFINANCE,Financials,2017,-10439.0,-3047.0,12513.0,49250.0,Distress Signal
BAJFINANCE,Financials,2018,-20566.0,1075.0,19503.0,66557.0,Distress Signal
BAJFINANCE,Financials,2019,-29062.0,-5379.0,34449.0,101588.0,Distress Signal
BAJFINANCE,Financials,2020,-24412.0,-8758.0,34167.0,129806.0,Distress Signal
BAJFINANCE,Financials,2021,-807.0,-429.0,1741.0,131634.0,Distress Signal
BAJFINANCE,Financials,2022,-37090.0,6347.0,32275.0,165232.0,Distress Signal
BAJFINANCE,Financials,2023,-42112.0,-10394.0,50675.0,216690.0,Distress Signal
BAJFINANCE,Financials,2024,-72760.0,-7171.0,82415.0,324218.0,Distress Signal
BANKBARODA,Financials,2013,23196.0,-514.0,-790.0,509192.0,Self-Funded Reinvestor
BANKBARODA,Financials,2014,42233.0,-730.0,5151.0,616973.0,Externally Funded Expansion
BANKBARODA,Financials,2015,17838.0,-556.0,-6.0,665483.0,Self-Funded Reinvestor
BANKBARODA,Financials,2016,-10011.0,-4005.0,-616.0,620536.0,Cash Burn
BANKBARODA,Financials,2017,17865.0,-551.0,-198.0,648499.0,Self-Funded Reinvestor
BANKBARODA,Financials,2018,-59692.0,-414.0,3413.0,672311.0,Distress Signal
BANKBARODA,Financials,2019,-1449.0,-2537.0,4449.0,734456.0,Distress Signal
BANKBARODA,Financials,2020,18531.0,-139.0,14729.0,1068981.0,Externally Funded Expansion
BANKBARODA,Financials,2021,-887.0,-471.0,-986.0,1067173.0,Cash Burn
BANKBARODA,Financials,2022,6210.0,-3645.0,-998.0,1185331.0,Self-Funded Reinvestor
BANKBARODA,Financials,2023,-21354.0,-1096.0,-5405.0,1342592.0,Cash Burn
BANKBARODA,Financials,2024,-6274.0,-1285.0,5476.0,1453761.0,Distress Signal
BEL,Industrials,2013,-1539.0,1753.0,-158.0,24.0,Cash Burn
BEL,Industrials,2014,-569.0,759.0,-213.0,21.0,Cash Burn
BEL,Industrials,2015,1434.0,-839.0,-209.0,26.0,Self-Funded Reinvestor
BEL,Industrials,2016,2260.0,-1470.0,-318.0,25.0,Deleverager
BEL,Industrials,2017,-61.0,3115.0,-2857.0,29.0,Cash Burn
BEL,Industrials,2018,-687.0,-6.0,-1202.0,48.0,Cash Burn
BEL,Industrials,2019,1514.0,-896.0,-663.0,47.0,Deleverager
BEL,Industrials,2020,2570.0,-649.0,-1061.0,44.0,Deleverager
BEL,Industrials,2021,5093.0,-2595.0,-1076.0,49.0,Self-Funded Reinvestor
BEL,Industrials,2022,4207.0,-4872.0,-1078.0,58.0,Self-Funded Reinvestor
BEL,Industrials,2023,1199.0,2708.0,-1262.0,39.0,Deleverager
BEL,Industrials,2024,4659.0,-5924.0,-1475.0,78.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2013,22608.0,-18676.0,-4566.0,66736.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2014,26233.0,-25181.0,2774.0,75896.0,Externally Funded Expansion
BHARTIARTL,Communication Services,2015,28059.0,-22301.0,-9672.0,83415.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2016,27942.0,-14091.0,-11946.0,100646.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2017,28280.0,-30680.0,-351.0,107288.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2018,29854.0,-27940.0,1920.0,111334.0,Externally Funded Expansion
BHARTIARTL,Communication Services,2019,20070.0,-28286.0,9464.0,125428.0,Externally Funded Expansion
BHARTIARTL,Communication Services,2020,18129.0,-29598.0,19144.0,148228.0,Externally Funded Expansion
BHARTIARTL,Communication Services,2021,48205.0,-27286.0,-24910.0,162785.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2022,55017.0,-41478.0,-15203.0,169678.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2023,65325.0,-39232.0,-24470.0,226020.0,Self-Funded Reinvestor
BHARTIARTL,Communication Services,2024,78898.0,-51089.0,-27778.0,225541.0,Deleverager
BHEL,Industrials,2013,1759.0,-1113.0,472.0,2698.0,Externally Funded Expansion
BHEL,Industrials,2014,4512.0,-868.0,523.0,4693.0,Externally Funded Expansion
BHEL,Industrials,2015,821.0,650.0,-3543.0,1889.0,Deleverager
BHEL,Industrials,2016,374.0,23.0,-122.0,211.0,Deleverager
BHEL,Industrials,2017,560.0,-565.0,-468.0,156.0,Deleverager
BHEL,Industrials,2018,989.0,961.0,-667.0,110.0,Deleverager
BHEL,Industrials,2019,-3860.0,1919.0,-32.0,2598.0,Cash Burn
BHEL,Industrials,2020,-2892.0,1877.0,1622.0,5080.0,Distress Signal
BHEL,Industrials,2021,560.0,-42.0,-394.0,4951.0,Deleverager
BHEL,Industrials,2022,660.0,-1118.0,-329.0,4830.0,Deleverager
BHEL,Industrials,2023,-741.0,1480.0,89.0,5454.0,Distress Signal
BHEL,Industrials,2024,-3713.0,1331.0,2656.0,9128.0,Distress Signal
BOSCHLTD,Consumer Discretionary,2012,871.0,-824.0,-156.0,230.0,Self-Funded Reinvestor
BOSCHLTD,Consumer Discretionary,2013,1057.0,-846.0,-238.0,183.0,Deleverager
BOSCHLTD,Consumer Discretionary,2015,1396.0,-1183.0,-237.0,111.0,Deleverager
BOSCHLTD,Consumer Discretionary,2016,1318.0,-995.0,-356.0,50.0,Deleverager
BOSCHLTD,Consumer Discretionary,2017,1457.0,1246.0,-2670.0,0.0,Deleverager
BOSCHLTD,Consumer Discretionary,2018,1729.0,-1170.0,-325.0,0.0,Self-Funded Reinvestor
BOSCHLTD,Consumer Discretionary,2019,593.0,1766.0,-2531.0,0.0,Cash Distributor
BOSCHLTD,Consumer Discretionary,2020,1336.0,-873.0,-399.0,74.0,Self-Funded Reinvestor
BOSCHLTD,Consumer Discretionary,2021,835.0,-463.0,-338.0,54.0,Deleverager
BOSCHLTD,Consumer Discretionary,2022,271.0,-33.0,-383.0,73.0,Self-Funded Reinvestor
BOSCHLTD,Consumer Discretionary,2023,1214.0,262.0,-1239.0,53.0,Deleverager
BOSCHLTD,Consumer Discretionary,2024,1253.0,283.0,-1452.0,31.0,Deleverager
BPCL,Energy,2013,5926.0,-3604.0,-846.0,33157.0,Self-Funded Reinvestor
BPCL,Energy,2014,9588.0,-6881.0,-3736.0,33152.0,Deleverager
BPCL,Energy,2015,20742.0,-10536.0,-9792.0,25492.0,Deleverager
BPCL,Energy,2016,11119.0,-9233.0,-1332.0,23388.0,Deleverager
BPCL,Energy,2017,9041.0,-15274.0,4804.0,35725.0,Externally Funded Expansion
BPCL,Energy,2018,11068.0,-7066.0,-4218.0,37659.0,Self-Funded Reinvestor
BPCL,Energy,2019,10157.0,-10451.0,207.0,44839.0,Externally Funded Expansion
BPCL,Energy,2020,7881.0,-11135.0,3583.0,65476.0,Externally Funded Expansion
BPCL,Energy,2021,23455.0,-2474.0,-13981.0,54532.0,Deleverager
BPCL,Energy,2022,20336.0,-8138.0,-17672.0,64534.0,Self-Funded Reinvestor
BPCL,Energy,2023,12466.0,-7806.0,-4402.0,69376.0,Self-Funded Reinvestor
BPCL,Energy,2024,35936.0,-10521.0,-25427.0,58880.0,Deleverager
BRITANNIA,Consumer Staples,2013,320.0,28.0,-378.0,380.0,Cash Distributor
BRITANNIA,Consumer Staples,2014,671.0,-246.0,-357.0,150.0,Deleverager
BRITANNIA,Consumer Staples,2015,584.0,-450.0,-181.0,145.0,Deleverager
BRITANNIA,Consumer Staples,2016,959.0,-705.0,-246.0,131.0,Deleverager
BRITANNIA,Consumer Staples,2017,441.0,-150.0,-295.0,125.0,Deleverager
BRITANNIA,Consumer Staples,2018,1249.0,-957.0,-232.0,201.0,Self-Funded Reinvestor
BRITANNIA,Consumer Staples,2019,1156.0,-852.0,-353.0,156.0,Deleverager
BRITANNIA,Consumer Staples,2020,1485.0,-1526.0,58.0,1538.0,Externally Funded Expansion
BRITANNIA,Consumer Staples,2021,1876.0,433.0,-2242.0,2122.0,Cash Distributor
BRITANNIA,Consumer Staples,2022,1300.0,914.0,-2246.0,2481.0,Cash Distributor
BRITANNIA,Consumer Staples,2023,2526.0,-1507.0,-1028.0,2997.0,Self-Funded Reinvestor
BRITANNIA,Consumer Staples,2024,2573.0,477.0,-2830.0,2754.0,Deleverager
CANBK,Financials,2013,8010.0,-435.0,-1043.0,376040.0,Self-Funded Reinvestor
CANBK,Financials,2014,14244.0,-380.0,-3771.0,447913.0,Self-Funded Reinvestor
CANBK,Financials,2015,6344.0,-1104.0,-1464.0,499488.0,Self-Funded Reinvestor
CANBK,Financials,2016,9346.0,-443.0,-806.0,506712.0,Self-Funded Reinvestor
CANBK,Financials,2017,2575.0,-476.0,124.0,534858.0,Externally Funded Expansion
CANBK,Financials,2018,-11120.0,-487.0,2865.0,563756.0,Distress Signal
CANBK,Financials,2019,18237.0,-745.0,-1185.0,640166.0,Self-Funded Reinvestor
CANBK,Financials,2020,-5289.0,-445.0,7792.0,668170.0,Distress Signal
CANBK,Financials,2021,59118.0,-1116.0,290.0,1060998.0,Externally Funded Expansion
CANBK,Financials,2022,919.0,-1429.0,4035.0,1132626.0,Externally Funded Expansion
CANBK,Financials,2023,-39978.0,-1156.0,445.0,1237160.0,Distress Signal
CANBK,Financials,2024,15046.0,-1750.0,-3834.0,1369780.0,Self-Funded Reinvestor
CHOLAFIN,Financials,2013,-3754.0,5.0,4067.0,15269.0,Distress Signal
CHOLAFIN,Financials,2014,-2447.0,-83.0,2749.0,18075.0,Distress Signal
CHOLAFIN,Financials,2015,-2264.0,-40.0,1819.0,19950.0,Distress Signal
CHOLAFIN,Financials,2016,-2809.0,-137.0,3031.0,22546.0,Distress Signal
CHOLAFIN,Financials,2017,-1468.0,-222.0,1692.0,24071.0,Distress Signal
CHOLAFIN,Financials,2018,-7926.0,-60.0,8009.0,38330.0,Distress Signal
CHOLAFIN,Financials,2019,-9317.0,-11.0,12191.0,50567.0,Distress Signal
CHOLAFIN,Financials,2020,-2075.0,-54.0,2452.0,55005.0,Distress Signal
CHOLAFIN,Financials,2021,-8848.0,-1746.0,8707.0,63730.0,Distress Signal
CHOLAFIN,Financials,2022,-5571.0,1640.0,5150.0,69174.0,Distress Signal
CHOLAFIN,Financials,2023,-27105.0,-2148.0,27466.0,97358.0,Distress Signal
CHOLAFIN,Financials,2024,-35683.0,-2855.0,38471.0,157943.0,Distress Signal
CIPLA,Healthcare,2013,1398.0,-2063.0,718.0,967.0,Externally Funded Expansion
CIPLA,Healthcare,2014,1563.0,-1265.0,-266.0,1248.0,Self-Funded Reinvestor
CIPLA,Healthcare,2015,1173.0,-950.0,165.0,1703.0,Externally Funded Expansion
CIPLA,Healthcare,2016,1741.0,-4533.0,3104.0,5202.0,Externally Funded Expansion
CIPLA,Healthcare,2017,2382.0,-1304.0,-1326.0,4113.0,Deleverager
CIPLA,Healthcare,2018,1463.0,-834.0,-385.0,4098.0,Deleverager
CIPLA,Healthcare,2019,1691.0,-1688.0,-349.0,4316.0,Self-Funded Reinvestor
CIPLA,Healthcare,2020,3068.0,114.0,-2949.0,2816.0,Deleverager
CIPLA,Healthcare,2021,3755.0,-2374.0,-1240.0,2014.0,Deleverager
CIPLA,Healthcare,2022,3326.0,-1858.0,-1600.0,1056.0,Deleverager
CIPLA,Healthcare,2023,3238.0,-2376.0,-958.0,803.0,Deleverager
CIPLA,Healthcare,2024,4134.0,-2982.0,-1200.0,461.0,Deleverager
COALINDIA,Materials,2013,9109.0,-1833.0,-7852.0,1305.0,Self-Funded Reinvestor
COALINDIA,Materials,2014,14525.0,8580.0,-25350.0,178.0,Deleverager
COALINDIA,Materials,2015,14382.0,894.0,-15026.0,408.0,Cash Distributor
COALINDIA,Materials,2016,13154.0,8154.0,-19587.0,1199.0,Cash Distributor
COALINDIA,Materials,2017,16461.0,455.0,-17598.0,3014.0,Cash Distributor
COALINDIA,Materials,2018,21115.0,-7747.0,-13564.0,1538.0,Deleverager
COALINDIA,Materials,2019,16356.0,-7896.0,-10885.0,2210.0,Self-Funded Reinvestor
COALINDIA,Materials,2020,4977.0,1033.0,-4791.0,6434.0,Cash Distributor
COALINDIA,Materials,2021,10592.0,182.0,-8453.0,5884.0,Deleverager
COALINDIA,Materials,2022,41107.0,-25715.0,-13441.0,3514.0,Deleverager
COALINDIA,Materials,2023,35734.0,-23465.0,-13704.0,4331.0,Self-Funded Reinvestor
COALINDIA,Materials,2024,18103.0,-4486.0,-13899.0,7816.0,Self-Funded Reinvestor
DABUR,Consumer Staples,2013,870.0,-622.0,-234.0,1151.0,Self-Funded Reinvestor
DABUR,Consumer Staples,2014,1098.0,-104.0,-804.0,708.0,Deleverager
DABUR,Consumer Staples,2015,1047.0,-876.0,-417.0,734.0,Self-Funded Reinvestor
DABUR,Consumer Staples,2016,1187.0,-730.0,-374.0,805.0,Self-Funded Reinvestor
DABUR,Consumer Staples,2017,1227.0,-807.0,-339.0,975.0,Self-Funded Reinvestor
DABUR,Consumer Staples,2018,1092.0,-541.0,-577.0,938.0,Deleverager
DABUR,Consumer Staples,2019,1499.0,338.0,-1888.0,699.0,Deleverager
DABUR,Consumer Staples,2020,1614.0,-517.0,-1043.0,522.0,Deleverager
DABUR,Consumer Staples,2021,2115.0,-1404.0,-613.0,509.0,Deleverager
DABUR,Consumer Staples,2022,1802.0,-1273.0,-490.0,1030.0,Self-Funded Reinvestor
